batch,record_id,city,old_level,strictness,amount,teacher_budget_total,request_budget_status,suggested_action,suggested_level,amount_fit_levels,teacher_fit_levels,limited_range,standard_range,comfortable_range,premium_range
legacy_controlled_1000_20260506,v3_request_000877,深圳,standard,soft,4200,3816,below,relabel_budget_level_only,limited,limited,,4100-5000,5600-7200,7600-10400,10800-15400
legacy_controlled_1000_20260506,v3_request_000894,重庆,limited,hard,4400,3378,below,full_request_rebudget_or_regen,limited,,,4800-6000,6600-8700,9200-12600,13200-19000
legacy_controlled_1000_20260506,v3_request_000901,苏州,limited,soft,7900,5911,above,full_request_rebudget_or_regen,limited,,,6500-7800,8500-10800,11300-15100,15700-22000
legacy_controlled_1000_20260506,v3_request_000906,重庆,limited,soft,1400,1280,below,full_request_rebudget_or_regen,limited,,,1500-2000,2200-3100,3200-4600,4900-7200
legacy_controlled_1000_20260506,v3_request_000915,福州,limited,soft,800,653,below,full_request_rebudget_or_regen,limited,,,1100-1300,1400-1800,1800-2400,2500-3500
legacy_controlled_1000_20260506,v3_request_000917,南京,limited,soft,1400,1392,below,full_request_rebudget_or_regen,limited,,,1500-1900,2200-2900,3100-4300,4600-6700
legacy_controlled_1000_20260506,v3_request_000920,珠海,limited,soft,3100,2279,above,full_request_rebudget_or_regen,limited,,,2400-2900,3300-4300,4500-6200,6500-9400
legacy_controlled_1000_20260506,v3_request_000919,泉州,limited,hard,5000,4995,below,full_request_rebudget_or_regen,limited,,,5700-6900,7600-9600,10100-13500,14100-19800
legacy_controlled_1000_20260506,v3_request_000922,上海,comfortable,soft,2600,2543,below,relabel_budget_level_only,standard,standard,,2000-2300,2600-3200,3300-4300,4500-6200
legacy_controlled_1000_20260506,v3_request_000925,青岛,limited,soft,1200,954,below,full_request_rebudget_or_regen,limited,,,1400-1800,2000-2800,3000-4200,4400-6500
legacy_controlled_1000_20260506,v3_request_000918,西安,limited,soft,3900,3358,below,full_request_rebudget_or_regen,limited,,,4800-6000,6600-8700,9200-12600,13200-19000
legacy_controlled_1000_20260506,v3_request_000931,大理,limited,soft,1800,1374,below,full_request_rebudget_or_regen,limited,,,2000-2400,2700-3400,3600-4900,5100-7200
legacy_controlled_1000_20260506,v3_request_000934,泉州,comfortable,soft,2300,2172,below,relabel_budget_level_only,standard,standard,,1800-2100,2300-2800,2900-3800,3900-5300
legacy_controlled_1000_20260506,v3_request_000936,广州,standard,soft,5200,3464,below,full_request_rebudget_or_regen,limited,,,4100-5000,5500-7200,7600-10300,10800-15400
legacy_controlled_1000_20260506,v3_request_000929,大连,standard,soft,11700,11215,above,relabel_budget_level_only,comfortable,comfortable,,7000-8200,8900-10900,11400-14800,15400-21100
legacy_controlled_1000_20260506,v3_request_000923,西安,limited,soft,4400,3401,below,full_request_rebudget_or_regen,limited,,,5400-6800,7600-10100,10600-14800,15500-22400
legacy_controlled_1000_20260506,v3_request_000947,昆明,standard,soft,1000,727,below,full_request_rebudget_or_regen,limited,,,1300-1500,1700-2000,2100-2800,2900-3900
legacy_controlled_1000_20260506,v3_request_000944,北京,limited,soft,2800,2728,below,full_request_rebudget_or_regen,limited,,,3800-4800,5300-7000,7300-10100,10600-15200
legacy_controlled_1000_20260506,v3_request_000948,杭州,limited,soft,5100,5096,below,full_request_rebudget_or_regen,limited,,,5200-6600,7400-9900,10400-14600,15200-22100
legacy_controlled_1000_20260506,v3_request_000949,桂林,standard,soft,4700,3662,below,relabel_level_and_amount_to_teacher_total,limited,,limited,3500-4500,5000-6700,7100-10000,10400-15200
legacy_controlled_1000_20260506,v3_request_000951,大连,comfortable,soft,2400,1813,below,relabel_budget_level_only,standard,standard,limited,1700-1900,2100-2600,2700-3600,3700-5200
legacy_controlled_1000_20260506,v3_request_000958,张家界,standard,hard,6500,4096,above,relabel_budget_level_only,comfortable,comfortable,limited,3300-4100,4500-5900,6200-8500,8900-12700
legacy_controlled_1000_20260506,v3_request_000950,上海,comfortable,soft,5700,4062,below,relabel_budget_level_only,standard,standard,,4100-4700,5000-6100,6300-8000,8300-11200
legacy_controlled_1000_20260506,v3_request_000924,杭州,standard,soft,2900,2927,below,full_request_rebudget_or_regen,limited,,,3500-4100,4500-5500,5700-7500,7700-10600
legacy_controlled_1000_20260506,v3_request_000965,上海,limited,soft,2600,1990,below,full_request_rebudget_or_regen,limited,,,3000-3700,4100-5300,5600-7700,8000-11500
legacy_controlled_1000_20260506,v3_request_000969,天津,limited,hard,1000,858,below,full_request_rebudget_or_regen,limited,,,1400-1700,1800-2300,2500-3300,3400-4900
legacy_controlled_1000_20260506,v3_request_000971,广州,limited,soft,700,606,below,full_request_rebudget_or_regen,limited,,,1400-1600,1700-2100,2200-2900,3000-4200
legacy_controlled_1000_20260506,v3_request_000941,三亚,limited,soft,4300,4295,below,full_request_rebudget_or_regen,limited,,,4700-5600,6200-7900,8300-11100,11600-16300
legacy_controlled_1000_20260506,v3_request_000975,北京,standard,soft,2500,2298,below,full_request_rebudget_or_regen,limited,,,3500-3900,4200-5000,5200-6600,6800-9100
legacy_controlled_1000_20260506,v3_request_000978,广州,standard,soft,1900,1858,below,relabel_budget_level_only,limited,limited,limited,1800-2300,2500-3400,3500-4900,5200-7500
legacy_controlled_1000_20260506,v3_request_000979,宁波,limited,soft,1900,1858,below,full_request_rebudget_or_regen,limited,,,2000-2600,2900-3900,4200-5900,6200-9000
legacy_controlled_1000_20260506,v3_request_000952,西安,standard,soft,4700,3486,below,relabel_budget_level_only,limited,limited,,4100-5000,5600-7200,7600-10400,10800-15400
legacy_controlled_1000_20260506,v3_request_000976,大理,comfortable,soft,4100,3137,below,full_request_rebudget_or_regen,limited,,,4300-4800,5100-6100,6300-7900,8100-10700
legacy_controlled_1000_20260506,v3_request_000993,泉州,limited,hard,4700,4696,below,full_request_rebudget_or_regen,limited,,,5100-6300,6900-9000,9400-12900,13400-19100
legacy_controlled_1000_20260506,v3_request_000995,广州,standard,soft,3000,2020,below,relabel_budget_level_only,limited,limited,,2400-3100,3500-4800,5000-7100,7500-10900
legacy_controlled_1000_20260506,v3_request_000994,成都,limited,soft,3500,3086,below,full_request_rebudget_or_regen,limited,,,4100-5000,5500-7200,7600-10300,10800-15400
legacy_controlled_1000_20260506,v3_request_000985,北京,limited,soft,2300,2248,below,full_request_rebudget_or_regen,limited,,,3100-3500,3800-4600,4800-6200,6400-8700
legacy_controlled_1000_20260506,v3_request_001014,三亚,limited,soft,800,745,below,full_request_rebudget_or_regen,limited,,,1300-1500,1700-2000,2100-2800,2900-3900
legacy_controlled_1000_20260506,v3_request_001012,大连,standard,soft,2100,2063,below,full_request_rebudget_or_regen,limited,,,2200-2500,2700-3200,3300-4200,4300-5700
legacy_controlled_1000_20260506,v3_request_001016,杭州,premium,soft,4700,4401,below,relabel_budget_level_only,standard,standard,standard,3800-4200,4400-5000,5100-6200,6300-8100
legacy_controlled_1000_20260506,v3_request_001015,广州,limited,hard,5700,5107,below,full_request_rebudget_or_regen,limited,,,6000-7100,7700-9500,10000-13100,13600-18800
legacy_controlled_1000_20260506,v3_request_001007,三亚,standard,soft,4100,4058,below,relabel_budget_level_only,limited,limited,limited,3800-4700,5200-6700,7000-9500,10000-14200
legacy_controlled_1000_20260506,v3_request_001020,黄山,standard,hard,4400,4171,below,full_request_rebudget_or_regen,limited,,,4500-4900,5100-5800,6000-7100,7300-9200
legacy_controlled_1000_20260506,v3_request_001006,杭州,standard,soft,8000,7152,below,relabel_budget_level_only,limited,limited,,7200-9100,10200-13500,14200-19700,20700-29900
legacy_controlled_1000_20260506,v3_request_001022,广州,standard,soft,3900,3892,below,full_request_rebudget_or_regen,standard,,,2900-3600,4000-5200,5500-7600,7900-11400
legacy_controlled_1000_20260506,v3_request_001026,武汉,limited,soft,5600,4409,below,full_request_rebudget_or_regen,limited,,,5800-7000,7800-10000,10500-14300,15000-21300
legacy_controlled_1000_20260506,v3_request_001030,珠海,standard,soft,6800,6361,below,relabel_budget_level_only,limited,limited,limited,5700-6800,7500-9600,10000-13500,14000-19700
legacy_controlled_1000_20260506,v3_request_001031,重庆,comfortable,soft,2400,2023,below,relabel_budget_level_only,standard,standard,limited,1800-2100,2200-2600,2700-3400,3500-4700
legacy_controlled_1000_20260506,v3_request_001034,大理,standard,soft,6100,4600,below,relabel_level_and_amount_to_teacher_total,limited,,limited,4300-5500,6300-8600,9100-12900,13500-19800
legacy_controlled_1000_20260506,v3_request_001038,丽江,limited,soft,6200,6156,above,full_request_rebudget_or_regen,standard,,,4300-5500,6300-8600,9100-12900,13500-19800
legacy_controlled_1000_20260506,v3_request_001041,广州,standard,soft,2000,1419,below,full_request_rebudget_or_regen,limited,,,2200-2600,2800-3400,3500-4600,4700-6500
legacy_controlled_1000_20260506,v3_request_001042,丽江,limited,soft,2000,1758,below,full_request_rebudget_or_regen,limited,,,2700-3300,3700-4900,5100-7000,7300-10500
legacy_controlled_1000_20260506,v3_request_001044,桂林,standard,soft,5200,4784,below,relabel_budget_level_only,limited,limited,limited,4200-5500,6200-8500,9000-12800,13400-19700
legacy_controlled_1000_20260506,v3_request_001049,大理,limited,soft,4100,3888,below,full_request_rebudget_or_regen,limited,,,5200-6300,6900-8800,9200-12400,12900-18100
legacy_controlled_1000_20260506,v3_request_001050,北京,standard,soft,1500,1319,below,full_request_rebudget_or_regen,limited,,,1700-2000,2200-2800,3000-4000,4200-5900
legacy_controlled_1000_20260506,v3_request_001059,张家界,limited,hard,2600,2126,below,full_request_rebudget_or_regen,limited,,,3500-4300,4700-6100,6400-8700,9100-12900
legacy_controlled_1000_20260506,v3_request_001060,沈阳,standard,soft,7200,5185,below,relabel_budget_level_only,limited,limited,,5800-7200,8100-10600,11200-15500,16200-23300
legacy_controlled_1000_20260506,v3_request_001062,西安,standard,hard,3100,2186,below,relabel_budget_level_only,limited,limited,,2800-3400,3900-5100,5400-7500,7800-11200
legacy_controlled_1000_20260506,v3_request_001061,西安,comfortable,soft,4300,3010,below,full_request_rebudget_or_regen,limited,,,3800-4200,4400-5000,5100-6200,6300-8100
legacy_controlled_1000_20260506,v3_request_001064,西安,standard,soft,5500,3680,below,relabel_budget_level_only,limited,limited,,4600-6000,6800-9300,9900-14000,14700-21600
legacy_controlled_1000_20260506,v3_request_001070,广州,standard,soft,2300,1412,below,relabel_budget_level_only,limited,limited,,1900-2300,2600-3400,3600-5000,5200-7500
legacy_controlled_1000_20260506,v3_request_001072,大理,standard,soft,2000,1290,below,relabel_budget_level_only,limited,limited,,1600-2000,2300-3000,3200-4500,4700-6800
legacy_controlled_1000_20260506,v3_request_001074,黄山,standard,soft,2200,2040,below,relabel_budget_level_only,limited,limited,limited,1800-2200,2400-3100,3300-4400,4600-6500
legacy_controlled_1000_20260506,v3_request_001075,广州,limited,soft,1200,1221,below,full_request_rebudget_or_regen,limited,,,1700-2000,2200-2800,3000-4000,4200-5900
legacy_controlled_1000_20260506,v3_request_001052,北京,limited,soft,2800,2318,below,full_request_rebudget_or_regen,limited,,,3300-4300,4800-6500,6800-9600,10100-14700
legacy_controlled_1000_20260506,v3_request_001080,南京,standard,soft,1300,1296,below,full_request_rebudget_or_regen,limited,,,1400-1600,1700-2100,2200-2800,2900-3900
legacy_controlled_1000_20260506,v3_request_001077,南京,comfortable,soft,6600,6294,below,relabel_budget_level_only,standard,standard,,5200-6100,6600-8100,8400-11000,11400-15600
legacy_controlled_1000_20260506,v3_request_001069,扬州,standard,soft,12400,11240,above,relabel_budget_level_only,comfortable,comfortable,standard,6600-8100,9000-11800,12400-16900,17700-25300
legacy_controlled_1000_20260506,v3_request_001084,丽江,limited,soft,1800,1688,below,full_request_rebudget_or_regen,limited,,,2200-2600,2900-3600,3800-5100,5300-7400
legacy_controlled_1000_20260506,v3_request_001089,厦门,comfortable,hard,2900,2118,below,relabel_budget_level_only,standard,standard,limited,1900-2400,2600-3400,3500-4800,5000-7100
legacy_controlled_1000_20260506,v3_request_001090,桂林,standard,soft,4400,3746,below,full_request_rebudget_or_regen,limited,,,4600-5400,5900-7400,7800-10300,10700-14900
legacy_controlled_1000_20260506,v3_request_001083,长沙,standard,soft,2000,1554,below,full_request_rebudget_or_regen,limited,,,2500-2800,3000-3500,3700-4600,4800-6400
legacy_controlled_1000_20260506,v3_request_001056,武汉,standard,soft,8000,4804,below,full_request_rebudget_or_regen,limited,,,5800-7500,8500-11600,12200-17300,18100-26500
legacy_controlled_1000_20260506,v3_request_001096,泉州,limited,soft,1900,1938,below,full_request_rebudget_or_regen,limited,,,2100-2600,3000-4000,4200-5900,6200-9100
legacy_controlled_1000_20260506,v3_request_001099,桂林,standard,soft,3500,2384,below,full_request_rebudget_or_regen,limited,,,2700-3400,3700-4900,5100-7000,7300-10500
legacy_controlled_1000_20260506,v3_request_001095,昆明,standard,soft,2000,1334,below,relabel_budget_level_only,limited,limited,,2000-2300,2500-3000,3200-4100,4300-5800
legacy_controlled_1000_20260506,v3_request_001107,成都,standard,soft,1900,1663,below,relabel_budget_level_only,limited,limited,,1700-2000,2200-2800,3000-4000,4200-5900
legacy_controlled_1000_20260506,v3_request_001111,哈尔滨,standard,soft,7700,7705,below,full_request_rebudget_or_regen,limited,,,6300-7600,8300-10600,11100-14900,15500-21800
legacy_controlled_1000_20260506,v3_request_001115,南京,limited,soft,3800,2748,below,full_request_rebudget_or_regen,limited,,,4200-5100,5700-7400,7700-10600,11100-15800
legacy_controlled_1000_20260506,v3_request_001106,广州,limited,soft,8600,8598,below,full_request_rebudget_or_regen,limited,,,9000-10800,11800-14900,15600-20800,21600-30300
legacy_controlled_1000_20260506,v3_request_001125,北京,limited,hard,2800,2722,below,full_request_rebudget_or_regen,limited,,,3000-3700,4100-5300,5600-7700,8000-11500
legacy_controlled_1000_20260506,v3_request_001128,长沙,standard,soft,5500,3494,below,relabel_budget_level_only,limited,limited,,5000-5900,6500-8200,8500-11400,11900-16600
legacy_controlled_1000_20260506,v3_request_001116,黄山,limited,soft,1100,1196,below,full_request_rebudget_or_regen,limited,,,1600-2000,2200-2900,3100-4200,4400-6300
legacy_controlled_1000_20260506,v3_request_001134,丽江,standard,soft,2100,1910,below,full_request_rebudget_or_regen,limited,,,2400-2700,2900-3500,3600-4500,4700-6300
legacy_controlled_1000_20260506,v3_request_001129,北京,limited,soft,3800,2884,below,full_request_rebudget_or_regen,limited,,,4700-6100,6900-9400,9900-14100,14800-21700
legacy_controlled_1000_20260506,v3_request_001130,上海,standard,soft,2800,2568,below,relabel_budget_level_only,limited,limited,,2800-3300,3600-4400,4600-6000,6200-8500
legacy_controlled_1000_20260506,v3_request_001136,厦门,standard,soft,2100,1725,below,relabel_budget_level_only,limited,limited,,2000-2300,2500-3000,3200-4100,4300-5800
legacy_controlled_1000_20260506,v3_request_001139,福州,standard,soft,4800,3256,below,relabel_budget_level_only,limited,limited,,4500-5400,6000-7700,8100-10900,11400-16200
legacy_controlled_1000_20260506,v3_request_001138,杭州,standard,soft,5900,5231,below,relabel_budget_level_only,limited,limited,limited,5000-6000,6600-8500,8900-12000,12500-17700
legacy_controlled_1000_20260506,v3_request_001141,西安,standard,soft,3800,2880,below,relabel_budget_level_only,limited,limited,,3700-4700,5200-6900,7200-10000,10500-15100
legacy_controlled_1000_20260506,v3_request_001143,济南,standard,soft,11500,8230,above,relabel_budget_level_only,comfortable,comfortable,limited,7200-8300,9000-11100,11500-15000,15500-21200
legacy_controlled_1000_20260506,v3_request_001148,厦门,standard,soft,1500,1272,below,full_request_rebudget_or_regen,limited,,,2100-2500,2600-3200,3300-4300,4400-6000
legacy_controlled_1000_20260506,v3_request_001149,丽江,standard,soft,2000,1936,below,full_request_rebudget_or_regen,limited,,,2100-2500,2600-3200,3300-4300,4400-6000
legacy_controlled_1000_20260506,v3_request_001127,宁波,limited,soft,1700,1676,below,full_request_rebudget_or_regen,limited,,,2000-2400,2600-3300,3400-4600,4800-6700
legacy_controlled_1000_20260506,v3_request_001150,长沙,standard,soft,1200,868,below,relabel_budget_level_only,limited,limited,,1000-1200,1400-1700,1800-2500,2600-3600
legacy_controlled_1000_20260506,v3_request_001135,成都,premium,soft,16800,12984,below,relabel_budget_level_only,comfortable,comfortable,standard,10200-11600,12400-14900,15500-19600,20300-27200
legacy_controlled_1000_20260506,v3_request_001147,广州,limited,soft,1700,1683,below,full_request_rebudget_or_regen,limited,,,2400-2900,3200-4000,4200-5500,5800-8100
legacy_controlled_1000_20260506,v3_request_001152,成都,standard,soft,6000,3828,below,relabel_budget_level_only,limited,limited,,4900-6000,6600-8500,8900-12000,12500-17700
legacy_controlled_1000_20260506,v3_request_001105,长沙,limited,soft,3600,3022,below,full_request_rebudget_or_regen,limited,,,3900-4700,5200-6700,7100-9600,10000-14200
legacy_controlled_1000_20260506,v3_request_001151,北京,standard,soft,5800,5762,below,full_request_rebudget_or_regen,limited,,,4600-5600,6200-8100,8500-11600,12100-17300
legacy_controlled_1000_20260506,v3_request_001145,昆明,standard,soft,5200,3255,below,relabel_budget_level_only,limited,limited,,4500-5400,6000-7700,8000-10900,11400-16100
legacy_controlled_1000_20260506,v3_request_001155,长沙,limited,hard,2700,1900,below,full_request_rebudget_or_regen,limited,,,3000-3900,4400-5900,6200-8800,9200-13400
legacy_controlled_1000_20260506,v3_request_001171,青岛,limited,soft,3600,2965,below,full_request_rebudget_or_regen,limited,,,4000-5000,5500-7200,7600-10500,10900-15700
legacy_controlled_1000_20260506,v3_request_001164,杭州,standard,soft,2400,1428,below,relabel_budget_level_only,limited,limited,,2000-2400,2700-3500,3700-5100,5300-7600
legacy_controlled_1000_20260506,v3_request_001175,成都,limited,hard,5800,4255,below,full_request_rebudget_or_regen,limited,,,6100-7500,8300-10800,11400-15500,16200-23100
legacy_controlled_1000_20260506,v3_request_001167,青岛,limited,soft,4600,4458,below,full_request_rebudget_or_regen,limited,,,5000-6300,7000-9300,9800-13600,14200-20500
legacy_controlled_1000_20260506,v3_request_001162,长沙,comfortable,soft,8900,6802,below,relabel_budget_level_only,standard,standard,limited,6100-6900,7400-8900,9300-11800,12200-16400
legacy_controlled_1000_20260506,v3_request_001177,深圳,standard,soft,3900,2376,below,full_request_rebudget_or_regen,limited,,,3100-3800,4200-5500,5700-7800,8100-11600
legacy_controlled_1000_20260506,v3_request_001166,重庆,limited,soft,2100,1837,below,full_request_rebudget_or_regen,limited,,,2800-3500,3900-5200,5400-7500,7800-11300
legacy_controlled_1000_20260506,v3_request_001169,呼和浩特,limited,soft,5700,4348,above,relabel_budget_level_only,standard,standard,limited,4100-5000,5500-7000,7400-9900,10300-14600
legacy_controlled_1000_20260506,v3_request_001178,深圳,premium,soft,7600,6414,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3500-4200,4600-5800,6100-8200,8500-12000
legacy_controlled_1000_20260506,v3_request_001183,张家界,standard,soft,8400,8230,above,relabel_budget_level_only,comfortable,comfortable,comfortable,5000-5800,6300-7900,8200-10800,11200-15500
legacy_controlled_1000_20260506,v3_request_001182,张家界,standard,soft,14000,12560,above,relabel_budget_level_only,comfortable,comfortable,standard,8000-9600,10500-13200,13800-18400,19100-26700
legacy_controlled_1000_20260506,v3_request_001185,重庆,limited,soft,2000,1870,below,full_request_rebudget_or_regen,limited,,,2400-3100,3500-4800,5000-7100,7500-10900
budget_supplement_smoke22_20260507_noon,v3_request_002008,北京,standard,hard,2300,1665,below,full_request_rebudget_or_regen,limited,,,2400-2900,3200-4000,4200-5500,5800-8100
budget_supplement_smoke22_20260507_noon,v3_request_002016,上海,comfortable,soft,31600,31600,above,relabel_budget_level_only,premium,premium,premium,11500-13800,15100-19300,20200-27100,28200-39700
budget_supplement_smoke22_20260507_noon,v3_request_002014,宁波,premium,soft,50900,50900,above,full_request_rebudget_or_regen,premium,,,13700-15600,16800-20200,20900-26600,27600-37100
budget_supplement_smoke22_20260507_noon,v3_request_002021,重庆,limited,hard,4100,3632,below,full_request_rebudget_or_regen,limited,,,4700-6100,6900-9400,9900-14100,14800-21700
budget_supplement_smoke22_20260507_noon,v3_request_002036,丽江,standard,soft,5900,5616,below,relabel_level_and_amount_to_teacher_total,limited,,limited,5000-5800,6300-7800,8200-10700,11100-15300
budget_supplement_smoke22_20260507_noon,v3_request_002040,丽江,premium,soft,9300,8712,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5800-6300,6600-7600,7800-9300,9600-12200
budget_supplement_smoke22_20260507_noon,v3_request_002044,成都,limited,hard,11800,8740,above,full_request_rebudget_or_regen,limited,,,9400-11700,13100-17200,18100-25000,26200-37700
budget_supplement_smoke20_20260507_afternoon,v3_request_008008,上海,comfortable,soft,5200,5180,below,relabel_budget_level_only,limited,limited,limited,4700-5200,5500-6300,6500-7900,8100-10400
budget_supplement_smoke20_20260507_afternoon,v3_request_008000,长沙,premium,soft,14100,13420,below,relabel_budget_level_only,standard,standard,standard,8500-10600,11800-15600,16400-22700,23800-34300
budget_supplement_smoke20_20260507_afternoon,v3_request_008011,成都,premium,soft,9000,9052,below,relabel_budget_level_only,comfortable,comfortable,comfortable,4800-5800,6300-8000,8300-11100,11500-16100
budget_supplement_smoke20_20260507_afternoon,v3_request_008003,成都,premium,soft,21400,20400,below,relabel_budget_level_only,standard,standard,standard,13800-16600,18200-23200,24300-32600,34000-47800
budget_supplement_smoke20_20260507_afternoon,v3_request_008002,贵阳,comfortable,soft,12700,12300,below,relabel_budget_level_only,standard,standard,standard,7700-9400,10400-13500,14200-19300,20200-28700
budget_supplement_smoke20_20260507_afternoon,v3_request_008016,杭州,premium,soft,28300,29690,below,relabel_budget_level_only,comfortable,comfortable,comfortable,16700-19500,21100-26100,27200-35500,36800-50600
budget_supplement_smoke20_20260507_afternoon,v3_request_008017,沈阳,comfortable,soft,16600,15851,above,relabel_budget_level_only,premium,premium,premium,7000-8200,8900-10900,11400-14800,15400-21100
budget_supplement_smoke20_20260507_afternoon,v3_request_008015,西安,comfortable,soft,19500,18544,below,relabel_budget_level_only,standard,standard,standard,12500-14800,16200-20400,21300-28200,29300-40800
budget_supplement_smoke20_20260507_afternoon,v3_request_008014,沈阳,premium,soft,16600,16604,below,relabel_budget_level_only,standard,standard,standard,9700-12000,13300-17400,18400-25200,26300-37700
budget_supplement_smoke20_20260507_afternoon,v3_request_008102,南京,comfortable,soft,12400,12134,below,relabel_budget_level_only,standard,standard,standard,7300-8900,9800-12700,13300-18000,18800-26700
budget_supplement_smoke20_20260507_afternoon,v3_request_008100,北京,premium,soft,16400,16316,below,relabel_budget_level_only,standard,standard,standard,12000-13800,14900-18200,19000-24500,25400-34600
budget_supplement_smoke20_20260507_afternoon,v3_request_008217,桂林,comfortable,soft,5100,5051,below,relabel_budget_level_only,standard,standard,,4400-4800,5100-5800,6000-7300,7500-9600
budget_supplement_smoke20_20260507_afternoon,v3_request_008207,上海,premium,soft,22300,22075,below,relabel_budget_level_only,comfortable,comfortable,comfortable,13500-15200,16200-19300,20000-25200,26000-34700
budget_supplement_smoke20_20260507_afternoon,v3_request_008205,上海,premium,soft,16900,16874,below,relabel_budget_level_only,standard,standard,standard,11000-12800,13800-16900,17600-22800,23600-32300
budget_supplement_smoke20_20260507_afternoon,v3_request_008206,西安,premium,soft,18700,18360,below,relabel_budget_level_only,comfortable,comfortable,comfortable,11600-13300,14400-17500,18100-23300,24200-32800
budget_supplement_bg503_20260507_overnight,v3_request_009007,哈尔滨,comfortable,soft,14900,14300,below,relabel_budget_level_only,standard,standard,standard,10200-11900,12900-16000,16600-21700,22500-30900
budget_supplement_bg503_20260507_overnight,v3_request_011002,青岛,comfortable,soft,13700,14105,below,relabel_budget_level_only,standard,standard,standard,10000-11500,12500-15300,15900-20700,21500-29300
budget_supplement_bg503_20260507_overnight,v3_request_011000,成都,premium,soft,18600,18507,below,relabel_budget_level_only,standard,standard,standard,14500-16200,17200-20400,21000-26200,27100-35700
budget_supplement_bg503_20260507_overnight,v3_request_011001,北京,premium,soft,16300,16892,below,relabel_budget_level_only,standard,standard,standard,9300-11600,12900-17100,18000-24900,26100-37600
budget_supplement_bg503_20260507_overnight,v3_request_011008,北京,comfortable,soft,6300,6402,below,relabel_budget_level_only,standard,standard,,4700-5200,5500-6300,6500-7900,8100-10400
budget_supplement_bg503_20260507_overnight,v3_request_009016,宁波,premium,soft,16400,17185,below,relabel_budget_level_only,comfortable,comfortable,comfortable,8600-10500,11600-15100,15800-21500,22500-32000
budget_supplement_bg503_20260507_overnight,v3_request_009018,深圳,premium,soft,24700,24636,below,relabel_budget_level_only,comfortable,comfortable,comfortable,14700-17000,18400-22500,23500-30400,31500-43000
budget_supplement_bg503_20260507_overnight,v3_request_009023,西安,premium,soft,6000,5755,below,full_request_rebudget_or_regen,standard,,,5200-5700,6100-7100,7300-9100,9300-12200
budget_supplement_bg503_20260507_overnight,v3_request_011020,西安,premium,soft,7600,7478,below,relabel_budget_level_only,comfortable,comfortable,comfortable,4000-4700,5100-6400,6600-8700,9100-12500
budget_supplement_bg503_20260507_overnight,v3_request_010021,宁波,comfortable,soft,10700,10694,below,full_request_rebudget_or_regen,comfortable,,,6500-7600,8300-10400,10800-14200,14800-20500
budget_supplement_bg503_20260507_overnight,v3_request_009028,青岛,premium,soft,25200,24895,below,relabel_budget_level_only,comfortable,comfortable,comfortable,15000-17100,18400-22100,23000-29300,30300-40800
budget_supplement_bg503_20260507_overnight,v3_request_009032,呼和浩特,premium,soft,15800,15399,below,relabel_budget_level_only,standard,standard,standard,11000-12400,13300-15900,16400-20700,21400-28500
budget_supplement_bg503_20260507_overnight,v3_request_010035,南京,premium,soft,5800,6017,below,relabel_budget_level_only,standard,standard,comfortable,4300-4700,5000-5800,5900-7200,7400-9500
budget_supplement_bg503_20260507_overnight,v3_request_010037,上海,premium,soft,12300,12446,below,relabel_budget_level_only,comfortable,comfortable,comfortable,6900-8300,9100-11600,12100-16300,17000-23900
budget_supplement_bg503_20260507_overnight,v3_request_010026,武汉,premium,soft,6600,6392,below,relabel_budget_level_only,comfortable,comfortable,comfortable,2700-3300,3700-4800,5100-7000,7300-10400
budget_supplement_bg503_20260507_overnight,v3_request_011029,成都,comfortable,soft,28000,28170,below,full_request_rebudget_or_regen,comfortable,,,15100-18600,20600-26800,28200-38600,40300-57500
budget_supplement_bg503_20260507_overnight,v3_request_009045,深圳,premium,soft,7500,7549,below,relabel_budget_level_only,standard,standard,standard,5800-6300,6700-7700,7900-9700,9900-12800
budget_supplement_bg503_20260507_overnight,v3_request_009048,哈尔滨,premium,soft,4000,4123,below,relabel_budget_level_only,standard,standard,standard,3500-3800,4000-4600,4700-5600,5800-7400
budget_supplement_bg503_20260507_overnight,v3_request_009039,南京,premium,soft,21500,21770,below,full_request_rebudget_or_regen,premium,,,10300-11900,12800-15600,16300-21000,21800-29700
budget_supplement_bg503_20260507_overnight,v3_request_011047,北京,premium,soft,18700,18605,below,relabel_budget_level_only,comfortable,comfortable,comfortable,9700-12000,13400-17500,18400-25300,26500-38000
budget_supplement_bg503_20260507_overnight,v3_request_010041,北京,comfortable,soft,27000,27054,below,full_request_rebudget_or_regen,standard,,,21700-25200,27300-33500,34800-45200,46900-64200
budget_supplement_bg503_20260507_overnight,v3_request_010050,深圳,premium,soft,14100,14148,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7900-9300,10100-12600,13200-17300,18000-24900
budget_supplement_bg503_20260507_overnight,v3_request_009052,长沙,premium,soft,26000,24950,below,relabel_budget_level_only,standard,standard,standard,18800-21400,23000-27700,28800-36600,38000-51100
budget_supplement_bg503_20260507_overnight,v3_request_011049,西安,premium,soft,15600,14936,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7800-9200,10100-12500,13100-17200,17900-24800
budget_supplement_bg503_20260507_overnight,v3_request_010055,北京,premium,soft,17500,17546,below,relabel_budget_level_only,comfortable,comfortable,comfortable,10200-11600,12400-14900,15500-19600,20300-27200
